inr;iso;nam;plz;ort;gemeindekennzahl;sbi;isil;tvw;tel;fax;ema;url;opa;text;oef;typ_text;utr_text;gro_text;leitung
AC109;NULL;Zentral- und Landesbibliothek Berlin. Haus Amerika-Gedenkbibliothek und Haus Berliner Stadtbibliothek;NULL;Berlin;110000000000;NULL;NULL;-30;9 02 26-401 und 405;(030) 9 02 26-495;zlb@zlb.de;http://www.zlb.de;NULL;geschlossen/aufgelöst;NULL;Regionalbibliothek;Körperschaft/Stiftung des öff. Rechts;1.000.001 und mehr;nebenamtlich
AC122;NULL;Stadtbibliothek;Vestgasse 1;Ulm;84210000000;122;DE-122;-731;1 61-4100. -4101;(0731) 1 61-4103;J.Lange@ulm.de;http://www.stadtbibliothek.ulm.de;http://212.75.40.200/wwwopac;aktiv;Di - Fr 10:00-19:00, Sa 10.00-14.00;NULL;Kommune/Gemeinde;300.001 - 1.000.000;hauptamtlich
AC134;DEU;Stadtbibliothek;Bürgermeister-Smidt-Straße 10;Bremerhaven;40120000000;134;DE-134;-471;5 90-2586;(0471) 5 90-2579;elke.albrecht@magistrat.bremerhaven.de;www.stadtbibliothek-bremerhaven.de;http://www.stadtbibliothek-bremerhaven.de/online-katalog.html;aktiv;Mo-Mi und Fr 11.00-18.00, Do 14.00-19.00 und Sa 11.00-14.00;NULL;Kommune/Gemeinde;100.001 - 300.000;hauptamtlich
LM187;DEU;Bibliothek Lohmen;Schloss Lohmen 1;Lohmen;130725255067;NULL;NULL;3501;58 10 26;03501 58 10 42;bibliothek@lohmen-sachsen.de;www.lohmen-sachsen.de;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;nebenamtlich
AC146;NULL;Wessenberg-Bibliothek;Brauneggerstr. 29;Konstanz;83355004043;146;NULL;-7531;88-28 71;NULL;Information.UB@uni-konstanz.de;http://www.ub.uni-konstanz.de/wessenberg.htm;http://www.ub.uni-konstanz.de/regio;aufgegangen/übernommen;NULL;NULL;Kommune/Gemeinde;30.001 - 100.000;nebenamtlich
AC158;DEU;"Stadtbibliothek ""Johann Karl Wezel""";Am Schlosspark 19;Sondershausen;160650067067;158;DE-158;-3632;62 22 75;(03632)62 22 87;Bibliothek_sdh@t-online.de;http://www.sondershausen.de/freizeit/biblio.php;NULL;aktiv;Mo-Di und Fr 12.00-17.00. Do 12.00-18.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC171;NULL;Stadtbücherei im Centrum;Ritterstr. 12;Wesel;51700048048;171;DE-171;-281;2 03-352;(0281) 2 03-617;Stadtbuecherei@Wesel.de;www.wesel.de;http://webopac.krzn.de/WebOPAC/start?homegkz=490;aktiv;NULL;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC183;DEU;Stadtbibliothek im RW21;Richard-Wagner-Str. 21;Bayreuth;94620000000;183;DE-183;-921;507038-30;(0921) 507038-39;stadtbibliothek@stadt.bayreuth.de;http://www.stadtbibliothek.bayreuth.de;NULL;aktiv;Mo geschlossen, Di bis Fr 10.00-19.00, Sa 10.00-15.00 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC201;NULL;Deutsches Patent- und Markenamt. Referat 2.2.4. Bibliothek;Zweibrückenstr. 12;München;91620000000;201;DE-201;-89;2195-2472;(089) 2195-3153;bibliothek@dpma.de;http://www.dpma.de;NULL;aktiv;NULL;NULL;Staat (Bund od. Republik);1.000.001 und mehr;nebenamtlich
AC213;NULL;Bibliothek für Zeitgeschichte in der Württembergischen Landesbibliothek;Konrad-Adenauer-Str. 8;Stuttgart;81110000000;24;NULL;-711;212 4516;(0711) 212 4517;bfz@wlb-stuttgart.de;http://www.wlb-stuttgart.de/bfz/;NULL;aktiv;Mo-Fr 8.00-20.00. Sa 9-13;NULL;Land;300.001 - 1.000.000;nebenamtlich
AC225;NULL;Volkshochschule (VHS) Emden e.V. Abteilung Stadtbücherei;An der Berufsschule 3;Emden;34020000000;225;DE-225;-4921;91 55 66 oder 91 55 61;(04921) 91 55 91;stadtbuecherei@vhs-emden.de;NULL;NULL;aktiv;Mo - Mi 10.00-17.00. Do 14.00-19.00. Fr 10.00-13.00;NULL;Körperschaft/Stiftung des priv. Rechts;30.001 - 100.000;hauptamtlich
AC237;DEU;Stadtbibliothek Itzehoe;Hinter dem Klosterhof 31;Itzehoe;10610046046;237;NULL;4821;68 17-0;68 17 20;stadtbibliothek@itzehoe.de;www.itzehoe.de/ITZEHOE/FREIZEIT/STADTBIBLIOTHEK;NULL;aktiv;Mo, Di, Fr: 10.00-18.00 Uhr, Do: 10.00-19.00 Uhr, Sa: 10.00-13.00 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC249;DEU;Stadtbibliothek;Königswall 99;Minden;57700024024;249;DE-249;-571;8 37 91-0;(0571) 8 37 91-30;stadtbibliothek@minden.de, B.Brockamp@minden.de;www.stadtbibliothek.minden.de;NULL;aktiv;Mo-Di. Do-Fr 11.00-18.00. Sa 10.00-13.00;NULL;Kommune/Gemeinde;100.001 - 300.000;hauptamtlich
AC262;NULL;Stadtbibliothek. Zentralbibliothek;Langemarkstr. 19-21;Oberhausen;51190000000;262;DE-262;-208;8 25-2480 und 3009;(0208) 8 25-5433;hajo.mattheis@oberhausen.de;www.bibliothek.oberhausen.de;;aktiv;Mo - Di & Do - Fr 10:30  - 18:30 Uhr , Sa 10:00 - 13:00 Uhr;NULL;Kommune/Gemeinde;100.001 - 300.000;hauptamtlich
AC274;DEU;Stadtbibliothek. Hauptstelle;Rathausmarkt 1B;Viersen;51660032032;274;DE-274;-2162;1 01-500;(02162) 1 01-515;stadtbibliothek@viersen.de;http://www.stadtbibliothek-viersen.de;http://webopac.krzn.de/WebOPAC/start?homegkz=270;aktiv;di: 11:00 - 18:00 Uhr, do, fr: 11:00 - 13:00 & 14:30 - 18:00 Uhr, sa:10:00 - 13:00 Uh;NULL;Kommune/Gemeinde;100.001 - 300.000;hauptamtlich
AC286;NULL;Stadtbibliothek;Kröpeliner Str. 82;Rostock;130030000000;286;NULL;-381;381-2840;(0381) 381-2836;Stadtbibliothek@Rostock.de;http://www.rostock.de/stadtbibliothek;http://195.37.188.172:8080/wwwopac/index.asp?time=08:17:46&nextpage=;aktiv;Mo-Di und Do-Fr 10.00-18.00. Mi 12.00-18.00. Sa 10.00-14.00;NULL;Sonstige öffentliche Trägerschaft;100.001 - 300.000;hauptamtlich
AC298;DEU;Stadtbücherei;Dankelsbachstr. 19;Pirmasens;73170000000;298;DE-298;6331;842359;06331 842365;stadtbuecherei@pirmasens.de ;http://www.pirmasens.de/buecherei;http://wwwopac.rz-kiru.de/pirmasens/;aktiv;Mo und Do von 10-12 Uhr und 14-18 Uhr. Di und Mi von 10-16 Uhr. Fr von 10-12 Uhr.;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC353;DEU;Kultur- und Weiterbildungsbetrieb der Stadt Schwerte - Stadtbücherei- ;Hagener Str. 7;Schwerte;59780028028;353;DE-353;-2304;104-888;(02304) 104-887;stadtbuecherei@kuwebe.de;http://www.kuwebe.de;NULL;aktiv;Di-Fr: 10.00 - 12.00 Uhr und 14.30 - 18.00  Sa: 10.00 - 13.00 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC365;NULL;Stadtbücherei;Carl-Schurz-Str. 24;Brühl;53620012012;365;DE-365;-2232;1562-15;(02232) 1562-19;buecherei@bruehl.de;http://www.bruehl.de;NULL;aktiv;Mo u. Di 15.00-18.00 Uhr. Do 10.00-13.00 Uhr u. 15.00-19.00 Uhr. Fr 10.00-18.00 Uhr. Sa 10.00-13.00 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC377;NULL;Stadtbücherei;Waschgrabenallee 7;Neustadt/Holstein;10550032032;377;NULL;-4561;55 85 10;(04561) 55 85 13;buecherei@neustadt-holstein.de;http://www.neustadt-holstein.de;;aktiv;NULL;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC389;NULL;Stadtbibliothek Schleiden e. V.;Blumenthaler Str. 7 (Nebeneingang Städtisches Gymnasium );Schleiden;53660036036;389;NULL;-2445;91 16 37;NULL;bibliothek@schleiden.de;NULL;NULL;aktiv;NULL;NULL;Sonstige öffentliche Trägerschaft;5.001 - 10.000;hauptamtlich
AC407;NULL;Stadtbibliothek;Hauptstr. 131;Langenfeld/Rheinland;51580020020;407;DE-407;-2173;794- 4242;794- 94201;stadtbibliothek@langenfeld.de;http://www.stadtbibliothek-langenfeld.de;http://www1.langenfeld.de/wwwopac/index.asp?nextpage=&time;aktiv;Di und Fr 9.00-19.00. Mi-Do 14.00-19.00. Sa 10.00-14.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC419;NULL;Stadtbibliothek Siegen. Stadtteilbibliothek Weidenau;Weidenauer Str. 215;Siegen;59700040040;419;NULL;-271;4 04 28 28;NULL;NULL;NULL;NULL;aufgegangen/übernommen;Di und Fr 10.00-17.00. Mi 10.00-12.00. Mo und Do 10.00-18.00;NULL;Kommune/Gemeinde;30.001 - 100.000;neben-/ehrenamtlich
AC420;NULL;Stadtbücherei;Rathauspl. 1;Lengerich/Westfalen;55660040040;420;DE-420;-5481;8 44 40;(05481) 7880;buecherei@lengerich.de;www.buecherei-lengerich.de;http://lengerich.internetopac.de/index.asp?nextpage=&time=10:22:16;aktiv;Di, Mi, Do: 09:30 - 13:00 u 13:30 - 17:00 Uhr, Fr. 09:30 - 13:00 Uhr, Sa. 10:00 - 12:00 Uhr;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
AC432;NULL;Bücherparadies und Stadtbücherei;Markt 9;Fröndenberg;59780012012;432;NULL;-2373;174567;(02373) 174568;stadtbuecherei@froendenberg.de;NULL;NULL;aktiv;Mo.-Fr. : 9.00-18.00          Sa.: 9.00-13.00 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC444;NULL;Stadtbücherei;Wasserstr. 30/32;Kleve;51540036036;444;DE-444;-2821;75 73-31 und 33;(02821) 75 73-11;buecherei@kleve.de;www.stadtbuecherei-kleve.de;http://webopac.krzn.de/WebOPAC/start?homegkz=540;aktiv;Mo. 14.00 Uhr - 17.00 Uhr, Di. 10.00 Uhr - 17.00 Uhr, Mi 14.00 Uhr - 17.00 Uhr, Do. 14.00 Uhr - 19.00 Uhr Fr. geschlossen, Sa. 9.00 Uhr bis 13.00 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC456;DEU;Stadtbücherei;Herzog-Wilhelm-Str. 86 (Im Kurzentrum);Bad Harzburg;31530002002;456;DE-456;-5322;90 15 15;90 15 15;info@stadtbuecherei-badharzburg.de;NULL;NULL;aktiv;Mo-Fr 10.00-13.00. Mo-Di und Do-Fr 15.00-18.00. Sa 10.00-12.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
AC468;NULL;Universitätsbibliothek Wuppertal;Gaußstr. 20;Wuppertal;51240000000;468;DE-468;-202;4 39-2690;(0202) 4 39-2695;ubwupper@bib.uni-wuppertal.de;http://www.bib.uni-wuppertal.de;https://katalog.bib.uni-wuppertal.de/;aktiv;Montag bis Donnerstag 8.00 bis 22.00. Freitag 8.00 bis 20.00. Samstag 10.00 bis 16.00;Universitätsbibliothek;Land;1.000.001 und mehr;nebenamtlich
AC481;NULL;Staatsarchiv Würzburg. Bibliothek;Residenz (Nordflügel);Würzburg;96630000000;481;NULL;-931;3 55 29-0;(0931) 3 55 29-70;poststelle@stawu.bayern.de;NULL;NULL;NULL;NULL;NULL;Land;30.001 - 100.000;nebenamtlich
AC493;DEU;Kreisarchiv. Bibliothek;Am Markt 10;Ratzeburg;10530100100;493;NULL;-4541;8 88-243;NULL;bomefeld@kreis-rz.de;NULL;NULL;NULL;NULL;NULL;Kreis/Bezirk;10.001 - 30.000;nebenamtlich
AC511;DEU;Stadtbibliothek Königs Wusterhausen;Scheederstraße 1 c;Königs Wusterhausen;120610260260;511;DE-511;-3375;25 600 (Ausleihe) 25 6011(Ltg) 25 614 (Fernleihe);(03375) 25 60-15;info@bibliothek.stadt-kw.de;www.bibliothek.stadt-kw.de;koenigs-wusterhausen.internetopac.de;aktiv;Mo und Fr 10.00-16.00. Di und Do 10.00-18.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AC900;NULL;Fachbereich Information und Kommunikation;Wolframstr. 32;Stuttgart;81110000000;900;NULL;-711;2 57 06-0;(0711) 2 57 06-47;boehm@hbi-stuttgart.de;http://www.hbi-stuttgart.de;http://webpac4.bsz-bw.de/webpac/WPstart.shtml?bw.s1fhbw;NULL;NULL;NULL;Land;NULL;nebenamtlich
AC924;DEU;Staatliches Schulamt Lörrach. Wissenschaftliche Regionalbibliothek;Haagener Str. 49;Lörrach;83365003050;924;DE-924;-7621;40 97-201;(07621) 40 97-250;NULL;www.tribiblio.de;http://www.tribiblio.de;aktiv;NULL;Regionalbibliothek;Land;30.001 - 100.000;nebenamtlich
AC936;NULL;Universitätsbibliothek Eichstätt. Religionspädagogische Zweigbibliothek;Preysingstr. 83;München;91620000000;936;DE-936;-89;4 80 92-215;(089) 4 80 92-359;Anna.Siebers@ku-eichstaett.de;http://www.ku-eichstaett.de/Bibliothek/allgemein/standorte/zweigbibmuenchen/;http://www.ub.ku-eichstaett.de/webOPAC/;NULL;NULL;NULL;Körperschaft/Stiftung des öff. Rechts;30.001 - 100.000;nebenamtlich
AD011;DEU;Humboldt-Universität zu Berlin Universitätsbibliothek;Geschwister-Scholl-Str. 1-3;Berlin;110000000000;11;DE-11;-30;2093-99370;(030) 20 93-99 311;info@ub.hu-berlin.de, anke.berghaus-sprengel@ub.hu-berlin.de;http://www.ub.hu-berlin.de;http://casanova.ub.hu-berlin.de;aktiv;NULL;Universitätsbibliothek;Land;1.000.001 und mehr;nebenamtlich
AD023;DEU;Herzog August Bibliothek Wolfenbüttel;Lessingpl. 1;Wolfenbüttel;31580037037;23;DE-23;-5331;8 08-0;(05331) 8 08-173;staecker@hab.de;http://www.hab.de;http://sunny.biblio.etc.tu-bs.de:8080/DB=2/LNG=DU/;aktiv;NULL;Regionalbibliothek;Land;300.001 - 1.000.000;nebenamtlich
AD035;DEU;Gottfried Wilhelm Leibniz Bibliothek - Niedersächsische Landesbibliothek;Waterloostr. 8;Hannover;32410001001;35;DE-35;-511;12 67-0;12 67-202;information@gwlb.de, Iris.Hoentsch@gwlb.de;www.gwlb.de;http://opc4.tib.uni-hannover.de:8080/DB=3/LNG=DU/;aktiv;Mo 9-19, Di-Fr 10-18;Regionalbibliothek;Land;1.000.001 und mehr;nebenamtlich
AD059;NULL;Stadtbibliothek Chemnitz;Moritzstraße 20;Chemnitz;145110000000;59;DE-59;-371;4 88 42 01 und 4 88-4222;(0371) 4 88 42 99;information@stadtbibliothek-chemnitz.de;http://www.stadtbibliothek-chemnitz.de;http://opac.stadtbibliothek-chemnitz.de/webOPAC/index.html;aktiv;Mo-Di und Do-Fr 10.00-20.00. Sa 10.00-18.00;NULL;Kommune/Gemeinde;300.001 - 1.000.000;hauptamtlich
AD072;DEU;Mediothek;Theaterplatz 2;Krefeld;51140000000;72;DE-72;-2151;86 27 53;(02151) 86 27 70;mediothek@krefeld.de;http://www.mediothek-krefeld.de;http://www.krefeld.de/stb;aktiv;Di-Fr 11.00-19.00. Sa 11.00-14.00;NULL;Kommune/Gemeinde;100.001 - 300.000;hauptamtlich
AD084;DEU;Universitätsbibliothek Braunschweig;Pockelsstr. 13 (Forum);Braunschweig;31010000000;84;DE-84;-531;3 91-5011;(0531) 3 91-5836;Direktion@biblio.tu-bs.de;http://www.biblio.tu-bs.de;NULL;aktiv;Mo-Fr 8:30-24:00 Uhr. Sa 10-20 Uhr. Während der vorlesungsfreien Zeit verkürzte Servicezeiten;NULL;Land;1.000.001 und mehr;nebenamtlich
AD114;NULL;Stadtbibliothek Heinrich Heine;Domplatz 49;Halberstadt;150850135135;114;DE-114;3941;551501;03941 55 1047;BibHBS@halberstadt.de;NULL;NULL;aktiv;Mo-Di u. Do-Fr 11.00 - 18.00 Uhr, Sa 10.00 - 13.00 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AD138;DEU;Eutiner Landesbibliothek;Schloßpl. 4;Eutin;10550012012;138;DE-138;-4521;70 12 60;(04521) 70 12 36;landesbibliothek@bibliothek-eutin.de;http://www.bibliothek-eutin.de;NULL;NULL;Di. u. Fr. 9.30 - 18 Uhr. Mi. u. Sa. 9.30 - 13 Uhr. Do. 9.30 - 19 Uhr;Regionalbibliothek;Körperschaft/Stiftung des priv. Rechts;30.001 - 100.000;nebenamtlich
AD151;DEU;Stadtbuecherei;Wasbeker Str. 14-20;Neumünster;10040000000;151;DE-151;-4321;407630;04321 40 76 33;info@stabue.neumuenster.de;www.stabue.neumuenster.de;http://www.opac.neumuenster.de;aktiv;Di-Fr 10.00-19.00, Sa 10.00-14.00;NULL;Kommune/Gemeinde;100.001 - 300.000;hauptamtlich
AD163;NULL;Stadtbibliothek Zwickau;Pölbitzer Str. 25a;Zwickau;145240330330;163;DE-163;-375;211 82 88;(0375) 211 86 350;stadtbibliothek@zwickau.de;http://www.bibliothek.zwickau.de;http://bibliothek.zwickau.de/;aktiv;Mo-Di und Do-Fr 10.00-18.00. Sa 9.00-13.00;NULL;Kommune/Gemeinde;100.001 - 300.000;hauptamtlich
AD175;NULL;Stadtbibliothek Goslar;Marktstr. 1;Goslar;31530005005;175;DE-175;-5321;7 04-356;7 04-382;Stadtbibliothek@Goslar.de;www.stadtbibliothek.goslar.de;NULL;aktiv;Di und Do 10.00-13.00 und 14.00-18.00. Mi 10.00-13.00. Fr 10.00-17.00. Sa 9.00-13.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AD205;DEU;Commerzbibliothek der Handelskammer Hamburg;Adolphsplatz 1;Hamburg;20000000000;205;DE-205;-40;3 61 38-374 und -377;(040) 3 61 38-437;irina.rudloff@hk24.de;http://www.commerzbibliothek.de;http://vzlbs2.gbv.de/DB=67/LNG=DU/;aktiv;Mo-Do 10-20 Uhr. Fr und Sa 10-15 Uhr;NULL;Körperschaft/Stiftung des öff. Rechts;100.001 - 300.000;nebenamtlich
AD217;DEU;Stadtbibliothek;Neumarkt 10;Neuss;51620024024;217;DE-217;-2131;90-4200;(02131) 90-2471;bibliothek@stadt.neuss.de;http://www.stadtbibliothek-neuss.de/;NULL;aktiv;Mo geschlossen. Di. Mi. Do. Fr 10.15-18.30. Sa 10.00-14.00;NULL;Kommune/Gemeinde;100.001 - 300.000;hauptamtlich
AD229;DEU;Stadtbüchereien Hamm  Zentralbibliothek im Heinrich-von-Kleist-Forum;Platz der Deutschen Einheit 1;Hamm;59150000000;229;DE-229;2381;17-5779;02381 17-2985;stadtbuecherei@stadt.hamm.de ;http://www.hamm.de/stadtbuecherei/;http://opac.hamm.de/opac30/index.asp?nextpage=&time;aktiv;Mo-Fr 10.00-19.00. Sa 10.00-14.00;NULL;Kommune/Gemeinde;100.001 - 300.000;hauptamtlich
AD230;NULL;Stadtbibliothek;Linnenbauerpl. 6;Herford;57580012012;230;DE-230;-5221;1 89-8029;(05221) 1 89-8048;bibliothek@herford.de;http://www.bibliothek.herford.de;http://62.153.231.37/de/index_frm.html;aktiv;Mo geschl./Di-Fr 11-18 Uhr/Sa 10-13 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AD242;NULL;Lebendige Bibliothek Bottrop;Böckenhoffstr. 30;Bottrop;55120000000;242;DE-242;-2041;70 38 51;70 38 55;stadtbuecherei@bottrop.de;www.lebendige-bibliothek.de;http://service.stadt-bottrop.de/buecherei/opac/de/index_frm.html.S;aktiv;Di-Mi und Fr 10.00-18.00. Do 10.00-19.00. Sa 10.00-13.00;NULL;Kommune/Gemeinde;100.001 - 300.000;hauptamtlich
AD254;NULL;BAW Institut für Wirtschaftsforschung. Bibliothek;Wilhelm-Herbst-Str. 5;Bremen;40110000000;254;NULL;-421;206 99 50;(0421) 206 99 99;i.hinrichs@baw-bremen.de;http://www.baw.uni-bremen.de;NULL;geschlossen/aufgelöst;NULL;NULL;Land;10.001 - 30.000;nebenamtlich
AD266;DEU;Stadtbücherei;Winkel 30 a;Peine;31570006006;266;DE-266;-5171;4 95 40;(05171) 4 95 54;stadtbuecherei@buecherei.stadt-peine.de;www.stadtbuecherei.peine.de;http://bz.nsc-network.de/allegroc-oeb/webopac/peine/default.htm;aktiv;Mo, Di, Fr 10-18, Do 10-19, 1. Sa im Monat 10-13, Mi geschlossen;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AD278;NULL;Stadtarchiv und wissenschaftliche Stadtbibliothek;Jakobistr. 13;Soest;59740040040;278;NULL;-2921;1 03-342 bis 344 und 356;(02921) 1 03-423;stadtarchiv@soest.de;NULL;NULL;NULL;NULL;NULL;Kommune/Gemeinde;30.001 - 100.000;nebenamtlich
AD291;DEU;Saarländische Universitäts- und Landesbibliothek;Universität des Saarlandes. Campus B1.1;Saarbrücken;100410100100;291;DE-291;-681;302 - 2080;(0681) 302-2796;sulb@sulb.uni-saarland.de;http://www.sulb.uni-saarland.de;http://opac.sulb.uni-saarland.de;aktiv;Lesesaal. AK ZsLesesaal  Mo-Fr 9.00-22.00. Sa 9.00-12.30;NULL;Land;1.000.001 und mehr;nebenamtlich
AD357;NULL;Ratsbibliothek beim Stadtarchiv;Am Markt 5;Schwäbisch Hall;81275009076;357;NULL;-791;7 51-359;(0791) 7 51-485;Daniel.Stihler@Schwaebischhall.de;NULL;NULL;NULL;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;nebenamtlich
AD369;DEU;Stadtbibliothek;Dottendorfer Str. 41;Bonn;53140000000;369;DE-369;-228;77-4591;(0228) 77-5886;stadtbibliothek@bonn.de;http://www.bonn.de/stadtbibliothek/;NULL;aktiv;Mo. Mi-Do und Fr 11.00-19.00. Sa 10.00-13.00;NULL;Kommune/Gemeinde;300.001 - 1.000.000;hauptamtlich
AD370;DEU;Stadtbücherei;Johann-Schmitz-Platz 1-3;Frechen;53620024024;370;DE-370;-2234;50 13 40;(02234) 50 13 35;stadtbuecherei@stadt-frechen.de, marion.lombardo@stadt-frechen.de;http://www.stadtbuecherei-frechen.de;http://buecherei.stadt-frechen.de;aktiv;Di 9.30-18.30. Mi 14.00-18.30. Do 14.00-18.30. Fr 9.30-16.30. Sa 9.30-12.30;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AD382;DEU;Stadtbücherei Gronau;Parkstr. 1;Gronau/Westfalen;55540020020;382;DE-382;-2562;12-442;(02562) 12-492;stadtbuecherei-gronau@gronau.de;www.gronau.de;NULL;aktiv;Mo-Di und Do 13.00-18.00. Mi 11.00-18.00. Fr 13.00-16.30;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AD412;NULL;Stadtbücherei;Martin-Luther-Str. 13;Datteln;55620008008;412;DE-412;-2363;23 48;(02363) 55 95 72;stadtbuecherei@stadt-datteln.de;NULL;NULL;aktiv;Di 9.30-13.00 und 14.00-18.00. Mi 9.30-13.00 Do 14.00-17.00. Fr 14.00-17.00. Sa 9.30-13.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AD436;DEU;Stadtbibliothek Kempen;Burgstr. 19;Kempen;51660012012;436;DE-436;-2152;917-411;(02152) 917 - 413;stadtbibliothek@kempen.de;NULL;http://webopac.krzn.de/WebOPAC/start?homegkz=230;aktiv;Montag geschlossen Dienstag 11 Uhr bis 17 Uhr Mittwoch 14 Uhr bis 17 Uhr Donnerstag 14 Uhr bis 18 Uhr Freitag 11 Uhr bis 17 Uhr Samstag 11 Uhr bis 13 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AD448;NULL;Stadtbücherei;Franziskanerstr. 6;Olpe;59660024024;448;DE-448;-2761;8 31 230 und 232;832232;f.baberg@olpe.de;NULL;NULL;aktiv;Mo und Fr 11.00-13.00 und 14.00-16.00. Di 11.00-13.00 und 14.00-18.00. Mi 11.00-13.00. Do 11.00-18.00. Sa 10.00-13.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
AD461;NULL;Hochschulbibliothekszentrum des Landes Nordrhein-Westfalen, Dienstbibliothek;Jülicher Str. 6;Köln;53150000000;461/1;NULL;-221;40075-138;(0221) 40075-180;info-hbz@hbz-nrw.de;http://www.hbz-nrw.de;NULL;keine Beteiligung an DBS;NULL;NULL;Land;10.001 - 30.000;nebenamtlich
AD473;DEU;Universitätsbibliothek Bamberg;Feldkirchenstr. 21/Zufahrt: Am Heidelsteig;Bamberg;94610000000;473;DE-473;-951;863-1501;863-1565;ulrike.tscharntke@uni-bamberg.de ;http://www.uni-bamberg.de/ub/;http://bib.uni-bamberg.de/webOPAC/;aktiv;NULL;Universitätsbibliothek;Land;1.000.001 und mehr;nebenamtlich
AD515;NULL;Stadtbibliothek;Marktplatz 1;Köthen (Anhalt);150820180180;515;DE-515;3496;425 260;425 262;stadtbibliothek@koethen-stadt.de;NULL;NULL;aktiv;Mo 9.00 - 15.00 Uhr, Di, Do u. Fr 10.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
AE003;NULL;Universitäts- und Landesbibliothek Sachsen-Anhalt;August-Bebel-Str. 13 und 50;Halle/Saale;150020000000;3;DE-3;-345;5 52 20 61;(0345) 5 52 71 40;annett.linke@bibliothek.uni-halle.de;http://bibliothek.uni-halle.de;NULL;aktiv;Hauptlesesaal Mo-Sa 8.00 - 23.00. So 14.00-23.00;Universitätsbibliothek;Land;1.000.001 und mehr;nebenamtlich
AE015;DEU;Universitätsbibliothek Leipzig;Beethovenstraße 6;Leipzig;147130000000;15;DE-15;-341;97 30-837;(0341) 97 30 596;lms@ub.uni-leipzig.de;www.ub.uni-leipzig.de;NULL;aktiv;Mo-Sa 8.00-24.00;Universitätsbibliothek;Land;1.000.001 und mehr;nebenamtlich
AE027;NULL;Thüringer Universitäts- und Landesbibliothek;Bibliotheksplatz 2;Jena;160530000000;27;DE-27;-3641;94 00 00;(03641) 94 00 02;thulb_direktion@thulb.uni-jena.de;www.thulb.uni-jena.de;http://jenas14.biblio.uni-jena.de/cgi-bin/wwwopc4menu;aktiv;NULL;Universitätsbibliothek;Land;1.000.001 und mehr;nebenamtlich
AE039;DEU;Universitäts- und Forschungsbibliothek Erfurt/Gotha Forschungsbibliothek Gotha;Schloß Friedenstein;Gotha;160670029029;39;DE-39;-361;737-5530 (Sekretariat), 737-5540 (Information);(0361) 737-5539;bibliothek.gotha@uni-erfurt.de;http://www.uni-erfurt.de/bibliothek/;http://opac.uni-erfurt.de/DB=1/LNG=DU/;keine Beteiligung an DBS;Mo-Fr 9.00-20.00, Sa 9.00 - 13.00;NULL;Land;300.001 - 1.000.000;nebenamtlich
AE064;DEU;Stadtbibliothek;Hollestr. 3 (Gildehof);Essen;51130000000;64;DE-64;-201;88-42000 und 42420;(0201) 88-42003;info@stadtbibliothek.essen.de, Klaus-Peter.Boettger@stadtbibliothek.essen.de ;www.stadtbibliothek.essen.de;http://katalog.stadtbibliothek-essen.de;aktiv;NULL;NULL;Kommune/Gemeinde;300.001 - 1.000.000;hauptamtlich
